group_id,source,n_images,n_plates,original_train,original_test
g_ed83182c92c206b3,uc3m,1,2,1,0
g_edff22ad8b15665a,uc3m,1,1,1,0
g_ee453090d6f2244e,cv,1,1,0,0
g_ee5e33e3ff3883f0,uc3m,1,1,1,0
g_ee80e4115215b0ed,uc3m,1,1,1,0
g_eeaee8bdc2513fe5,uc3m,1,1,1,0
g_eeceaea1c9702635,uc3m,1,1,0,1
g_eede96e0e9ee6416,uc3m,1,1,1,0
g_ef5cc4f0c6b242aa,uc3m,1,1,1,0
g_f05d419ad910bf3b,uc3m,1,1,1,0
g_f069411582ee8c6d,uc3m,1,1,1,0
g_f0a1b24152ea8cd7,uc3m,1,1,1,0
g_f0fefaef54ef2a55,cv,1,1,0,0
g_f18c4493950f2c3c,uc3m,1,1,0,1
g_f1ae4948e6463b6b,uc3m,1,1,0,1
g_f1bad3c20202eb1c,uc3m,1,1,1,0
g_f246d91d679eab81,uc3m,1,1,1,0
g_f29691d5b0a96b98,uc3m,1,1,1,0
g_f2c7b4f555b11bb9,uc3m,1,1,1,0
g_f2fe842f5854269d,uc3m,1,1,1,0
g_f3067fc2f8e437e6,uc3m,1,1,0,1
g_f32f3392f207a4cb,uc3m,1,1,0,1
g_f3ada30144ce4f06,uc3m,1,1,1,0
g_f408f51e22fd265d,uc3m,1,1,0,1
g_f42f3909e58abeb5,uc3m,1,1,1,0
g_f482f32f9ed40e09,uc3m,1,1,1,0
g_f4aaf2d926a85bff,uc3m,1,1,1,0
g_f532261e67360029,uc3m,1,1,1,0
g_f55724fe1a78f4bc,uc3m,1,1,1,0
g_f55e7ac5786c3e64,uc3m,1,1,1,0
g_f641ae7dc6964943,uc3m,1,1,1,0
g_f678bdd90c3b796a,uc3m,1,1,1,0
g_f71d8249393ec206,uc3m,1,1,1,0
g_f73a8097b970d8d9,uc3m,1,1,0,1
g_f76f946f4e284770,uc3m,1,1,1,0
g_f84151680c6b08fa,uc3m,1,1,1,0
g_f8708257423107b9,uc3m,1,1,1,0
g_f8e3bbda425d712d,uc3m,1,2,1,0
g_f941a63ac003691c,uc3m,1,2,1,0
g_f9b4bbef56aa3612,uc3m,1,1,1,0
g_f9de3c73178e9f67,uc3m,1,1,1,0
g_fa00707481101f43,uc3m,1,1,1,0
g_fa651bdc065553e3,uc3m,1,2,0,1
g_fac5c584a76d8377,uc3m,1,1,1,0
g_fb13c8467623c015,uc3m,1,1,1,0
g_fc15d15056b7cbf9,uc3m,1,1,1,0
g_fc3c711d7a0b2b2d,uc3m,1,1,1,0
g_fc48ef3e9a5d28b2,uc3m,1,1,1,0
g_fc857f4cb0825e12,uc3m,1,1,1,0
g_fd0fcfe15e2e303d,uc3m,1,1,1,0
g_fd9491c8ae276f0b,uc3m,1,1,1,0
g_fdab196a28c56657,uc3m,1,1,1,0
g_fe2dd09a0e60c11d,uc3m,1,1,1,0
g_fe6bdfec9690d193,uc3m,1,1,0,1
g_fe72c4cd487d3ce3,uc3m,1,1,1,0
g_ff355785fbf73996,uc3m,1,1,1,0
